ID,NUM_EXPEDIENTE,FECHA/HORA,CALLE,NUMERO,DISTRITO,DISTRITO_2,TIPO_ACCIDENTE,TIPO_PERSONA,RANGO_EDAD,SEXO,LESIVIDAD
89,2021S000388,2021-02-01T19:00:00Z,CALL. RAFAEL FINAT / AVDA. POBLADOS,0,Latina,https://wikidata.org/entity/Q794954,Alcance,Conductor,DE 55 A 59 AÑOS,Mujer,14
90,2021S000388,2021-02-01T19:00:00Z,CALL. RAFAEL FINAT / AVDA. POBLADOS,0,Latina,https://wikidata.org/entity/Q794954,Alcance,Pasajero,MAYOR DE 74 AÑOS,Mujer,14
91,2021S000388,2021-02-01T19:00:00Z,CALL. RAFAEL FINAT / AVDA. POBLADOS,0,Latina,https://wikidata.org/entity/Q794954,Alcance,Conductor,MAYOR DE 74 AÑOS,Hombre,14
92,2021S000388,2021-02-01T19:00:00Z,CALL. RAFAEL FINAT / AVDA. POBLADOS,0,Latina,https://wikidata.org/entity/Q794954,Alcance,Pasajero,DE 70 A 74 AÑOS,Mujer,14
93,2021S000059,2021-02-01T18:20:00Z,CALL. VIRGEN DEL SAGRARIO / CALL. SAMBARA,0,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Otro,Conductor,DE 45 A 49 AÑOS,Mujer,14
94,2021S000062,2021-02-01T18:00:00Z,PLAZA. INDEPENDENCIA,3,Salamanca,https://wikidata.org/entity/Q1773521,Caída,Conductor,DE 30 A 34 AÑOS,Hombre,7
95,2021S000060,2021-02-01T17:55:00Z,CALL. CABO DE TARIFA,9,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Conductor,DE 60 A 64 AÑOS,Hombre,0
96,2021S000060,2021-02-01T17:55:00Z,CALL. CABO DE TARIFA,9,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Conductor,DESCONOCIDA,Desconocido,0
97,2021S000060,2021-02-01T17:55:00Z,CALL. CABO DE TARIFA,9,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Choque contra obstáculo fijo,Conductor,DESCONOCIDA,Desconocido,0
98,2021S000058,2021-02-01T17:15:00Z,CALL. CAPITAN BLANCO ARGIBAY / PQUE. AGUSTIN RODRIGUEZ SAHAGUN,0,Tetuán,https://wikidata.org/entity/Q1773540,Atropello a persona,Conductor,DE 60 A 64 AÑOS,Hombre,14
99,2021S000058,2021-02-01T17:15:00Z,CALL. CAPITAN BLANCO ARGIBAY / PQUE. AGUSTIN RODRIGUEZ SAHAGUN,0,Tetuán,https://wikidata.org/entity/Q1773540,Atropello a persona,Peatón,DE 10 A 14 AÑOS,Hombre,3
100,2021S000057,2021-02-01T16:40:00Z,CALL. AGUSTIN DE BETANCOURT / CALL. MARIA DE GUZMAN,0,Chamberí,https://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Conductor,DE 40 A 44 AÑOS,Hombre,0
101,2021S000057,2021-02-01T16:40:00Z,CALL. AGUSTIN DE BETANCOURT / CALL. MARIA DE GUZMAN,0,Chamberí,https://wikidata.org/entity/Q1763370,Colisión fronto-lateral,Conductor,DE 50 A 54 AÑOS,Mujer,0
102,2021S000056,2021-02-01T16:15:00Z,AUTOV. M-30. +028700E,0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Alcance,Conductor,DE 40 A 44 AÑOS,Mujer,0
103,2021S000056,2021-02-01T16:15:00Z,AUTOV. M-30. +028700E,0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Alcance,Pasajero,MAYOR DE 74 AÑOS,Hombre,0
104,2021S000056,2021-02-01T16:15:00Z,AUTOV. M-30. +028700E,0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Alcance,Pasajero,DE 6 A 9 AÑOS,Hombre,0
