EXPEDIENTE,DATETIME,CALLE,CALLEWIKIDATA,NUMERO,DISTRITO,TIPOACCIDENTE,TIEMPO,TIPOVEHICULO,VICTIMA,TIPOPERSONA,RANGOEDAD,SEXO,LESIVIDAD
2021S012589,2021-11-07T11:40:00ZZ,CARRETERA_ESTACION_DE_HORTALEZA,,8,Hortaleza,Caída,Despejado,Bicicleta,10394,Conductor,De 50 a 54 años,Hombre,14
2021S012589,2021-11-07T11:40:00ZZ,CARRETERA_ESTACION_DE_HORTALEZA,,8,Hortaleza,Caída,Despejado,Bicicleta,10395,Conductor,De 70 a 74 años,Hombre,6
2021S012596,2021-12-07T11:30:00ZZ,CALLE_SAN_SEVERO,,22,Barajas,Caída,Despejado,Bicicleta,10396,Conductor,De 15 a 17 años,Hombre,7
2021S012603,2021-09-07T21:10:00ZZ,CALLE_MORALZARZAL,,4,Fuencarral-El_Pardo,Colisión fronto-lateral,,Bicicleta,10397,Conductor,De 30 a 34 años,Hombre,
2021S012617,2021-12-07T17:22:00ZZ,CAMINO_VALDERRIBAS,,99,Puente_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10398,Conductor,De 35 a 39 años,Hombre,6
2021S012628,2021-12-07T17:55:00ZZ,CALLE_AVELINO_FERNANDEZ_DE_LA_POZA,,2,Puente_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10399,Conductor,De 10 a 14 años,Hombre,7
2021S012642,2021-12-07T22:45:00ZZ,CALLE_HIJAS_DE_JESUS,,1,Usera,Colisión lateral,Despejado,Bicicleta,10400,Conductor,De 35 a 39 años,Mujer,7
2021S012666,2021-12-07T19:00:00ZZ,CALLE_ENRIQUE_VELASCO,,25,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10401,Conductor,De 45 a 49 años,Hombre,14
2021S012749,2021-07-14T19:35:00ZZ,AVENIDA_MANZANARES,,48,Latina,Atropello a persona,Despejado,Bicicleta,10402,Conductor,De 50 a 54 años,Hombre,7
2021S012749,2021-07-14T19:35:00ZZ,AVENIDA_MANZANARES,,48,Latina,Atropello a persona,Despejado,Bicicleta,10403,Peatón,Menor de 5 años,Mujer,7
2021S012818,2021-07-15T20:40:00ZZ,Avenida_de_Portugal,https://wikidata.org/entity/Q26736141,1,Latina,Caída,Despejado,Bicicleta,10404,Conductor,De 55 a 59 años,Mujer,6
2021S012885,2021-07-16T19:57:00ZZ,calle_del_Principe_de_Vergara,https://wikidata.org/entity/Q5741020,197,Chamartin,Alcance,Despejado,Bicicleta,10405,Conductor,De 30 a 34 años,Hombre,2
2021S012981,2021-07-18T20:45:00ZZ,CARRETERA_PARQUE_DE_ATRACCIONES,,1,Moncloa-Aravaca,Choque contra obstáculo fijo,Despejado,Bicicleta,10406,Conductor,De 40 a 44 años,Hombre,7
2021S013003,2021-07-19T13:00:00ZZ,GLORIETA_JAIME_CAMPMANY,,0,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,10407,Conductor,De 25 a 29 años,Hombre,14
2021S013025,2021-07-19T18:29:00ZZ,CALLE_ARGOS,,21,San_Blas,Atropello a persona,Despejado,Bicicleta,10408,Conductor,De 10 a 14 años,Hombre,14
2021S013025,2021-07-19T18:29:00ZZ,CALLE_ARGOS,,21,San_Blas,Atropello a persona,Despejado,Bicicleta,10409,Peatón,De 50 a 54 años,Mujer,7
2021S013065,2021-07-15T18:15:00ZZ,CALLE_AMOR_HERMOSO,,10,Usera,Colisión fronto-lateral,Despejado,Bicicleta,10410,Conductor,De 50 a 54 años,Hombre,7
2021S013083,2021-07-20T18:27:00ZZ,Avenida_de_Niceto_Alcala_Zamora_Madrid,https://wikidata.org/entity/Q62107332,20,Hortaleza,Otro,Despejado,Bicicleta,10411,Conductor,De 45 a 49 años,Hombre,5
2021S013112,2021-07-21T09:15:00ZZ,calle_de_Mejia_Lequerica,https://wikidata.org/entity/Q24560004,8,Centro,Caída,Despejado,Bicicleta,10412,Conductor,De 55 a 59 años,Hombre,7
2021S013150,2021-07-21T20:30:00ZZ,Avenida_de_las_Fuerzas_Armadas_Madrid,https://wikidata.org/entity/Q29353164,10,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,10413,Conductor,De 30 a 34 años,Hombre,2
2021S013169,2021-07-21T22:55:00ZZ,Calle_del_Alcalde_Sainz_de_Baranda_Madrid,https://wikidata.org/entity/Q28070977,101,Retiro,Otro,Despejado,Bicicleta,10414,Conductor,De 35 a 39 años,Hombre,1
2021S013299,2021-07-22T16:40:00ZZ,CALLE_CIGARRERAS,,8,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,10415,Conductor,De 45 a 49 años,Hombre,7
2021S013310,2021-07-25T20:10:00ZZ,Calle_de_las_Infantas_Madrid,https://wikidata.org/entity/Q21004010,40,Centro,Caída,Despejado,Bicicleta,10416,Conductor,De 45 a 49 años,Hombre,1
2021S013386,2021-07-21T21:15:00ZZ,PLAZA_ALONSO_MARTINEZ,,1,Chamberi,Colisión fronto-lateral,Despejado,Bicicleta,10417,Conductor,De 50 a 54 años,Hombre,
2021S013394,2021-07-26T21:00:00ZZ,CALLE_MONSEÑOR_OSCAR_ROMERO,,54,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,10418,Conductor,De 35 a 39 años,Hombre,6
2021S013403,2021-07-27T08:10:00ZZ,CALLE_PIO_BAROJA,,10,Retiro,Colisión fronto-lateral,Despejado,Bicicleta,10419,Conductor,De 40 a 44 años,Hombre,2
2021S013434,2021-07-26T15:50:00ZZ,Paseo_de_Santa_Maria_de_la_Cabeza,https://wikidata.org/entity/Q6065630,1,Arganzuela,Alcance,Despejado,Bicicleta,10420,Conductor,De 30 a 34 años,Hombre,14
2021S013471,2021-07-27T12:50:00ZZ,CALLE_ANCORA,,15,Arganzuela,Otro,Despejado,Bicicleta,10421,Conductor,De 40 a 44 años,Hombre,7
2021S013604,2021-07-25T00:07:00ZZ,Paseo_del_Prado,https://wikidata.org/entity/Q2079615,8,Centro,Caída,Despejado,Bicicleta,10422,Conductor,De 21 a 24 años,Mujer,1
2021S013686,2021-07-31T11:15:00ZZ,CALLE_PADRE_LLANOS,,24,Puente_de_Vallecas,Colisión frontal,Lluvia débil,Bicicleta,10423,Conductor,De 40 a 44 años,Hombre,7
2021S013696,2021-07-31T16:15:00ZZ,CALLE_EL_TOBOSO,,49,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,10424,Conductor,De 15 a 17 años,Hombre,7
2021S013744,2021-01-08T15:00:00ZZ,PARQUE_RETIRO,,0,Retiro,Atropello a persona,Despejado,Bicicleta,10425,Conductor,De 10 a 14 años,Mujer,14
2021S013744,2021-01-08T15:00:00ZZ,PARQUE_RETIRO,,0,Retiro,Atropello a persona,Despejado,Bicicleta,10426,Peatón,De 65 a 69 años,Hombre,14
2021S013755,2021-01-08T19:45:00ZZ,CALLE_MISTERIOS,,97,Ciudad_Lineal,Choque contra obstáculo fijo,Despejado,Bicicleta,10427,Conductor,De 35 a 39 años,Hombre,2
2021S013834,2021-02-08T10:00:00ZZ,CARRETERA_BOADILLA_DEL_MONTE,,34,Latina,Colisión frontal,Despejado,Bicicleta,10428,Conductor,De 40 a 44 años,Hombre,14
2021S013834,2021-02-08T10:00:00ZZ,CARRETERA_BOADILLA_DEL_MONTE,,34,Latina,Colisión frontal,Despejado,Bicicleta,10429,Conductor,De 55 a 59 años,Hombre,2
2021S013839,2021-03-08T12:00:00ZZ,Calle_de_Ayala_Madrid,https://wikidata.org/entity/Q28052812,72,Salamanca,Caída,Despejado,Bicicleta,10430,Conductor,De 25 a 29 años,Mujer,1
2021S013842,2021-07-25T01:00:00ZZ,Avenida_de_Asturias,https://wikidata.org/entity/Q30300905,62,Tetuan,Caída,Despejado,Bicicleta,10431,Conductor,De 25 a 29 años,Mujer,
2021S013863,2021-03-08T20:35:00ZZ,calle_del_Parroco_Don_Emilio_Franco,https://wikidata.org/entity/Q36335795,10,Puente_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10432,Conductor,De 50 a 54 años,Hombre,7
2021S013873,2021-07-31T00:45:00ZZ,Calle_Mayor,https://wikidata.org/entity/Q1149052,25,Centro,Colisión lateral,Despejado,Bicicleta,10433,Conductor,De 21 a 24 años,Mujer,7
2021S013891,2021-03-08T22:38:00ZZ,AVENIDA_DEMOCRACIA,,19,Puente_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10434,Conductor,De 45 a 49 años,Hombre,6
2021S013972,2021-04-08T19:55:00ZZ,Avenida_de_America_Madrid,https://wikidata.org/entity/Q5686040,38,Salamanca,Caída,Despejado,Bicicleta,10435,Conductor,De 35 a 39 años,Hombre,7
2021S013974,2021-05-08T19:50:00ZZ,PASEO_MELANCOLICOS,,47,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,10436,Conductor,De 21 a 24 años,Mujer,2
2021S013975,2021-05-08T20:12:00ZZ,Avenida_de_la_Albufera,https://wikidata.org/entity/Q5714221,323,Puente_de_Vallecas,Caída,Despejado,Bicicleta,10437,Conductor,De 60 a 64 años,Hombre,7
2021S013982,2021-06-08T00:15:00ZZ,AVENIDA_HELLIN,,21,San_Blas,Colisión fronto-lateral,Despejado,Bicicleta,10438,Conductor,De 21 a 24 años,Hombre,
2021S014018,2021-05-08T21:55:00ZZ,Calle_de_la_Ribera_de_Curtidores,https://wikidata.org/entity/Q5740938,47,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,10439,Conductor,De 30 a 34 años,Mujer,7
2021S014084,2021-07-08T19:20:00ZZ,Paseo_de_la_Castellana,https://wikidata.org/entity/Q1473674,81,Tetuan,Choque contra obstáculo fijo,Despejado,Bicicleta,10440,Conductor,De 40 a 44 años,Hombre,3
2021S014116,2021-08-08T13:50:00ZZ,Calle_de_las_Infantas_Madrid,https://wikidata.org/entity/Q21004010,3,Centro,Caída,Despejado,Bicicleta,10441,Conductor,De 25 a 29 años,Hombre,7
2021S014130,2021-08-08T17:30:00ZZ,PASEO_FERNAN_NUÑEZ,,26,Retiro,Otro,Despejado,Bicicleta,10442,Conductor,De 6  a  9 años,Hombre,7
2021S014146,2021-04-08T12:00:00ZZ,PARQUE_CASA_DE_CAMPO,,0,Moncloa-Aravaca,Solo salida de la vía,Despejado,Bicicleta,10443,Conductor,De 55 a 59 años,Hombre,1
2021S014147,2021-08-08T08:40:00ZZ,Paseo_de_las_Yeserias_Madrid,https://wikidata.org/entity/Q16616818,33,Arganzuela,Colisión lateral,Despejado,Bicicleta,10444,Conductor,De 70 a 74 años,Hombre,14
2021S014148,2021-08-08T10:20:00ZZ,CALLE_NURIA,,1,Fuencarral-El_Pardo,Atropello a persona,Despejado,Bicicleta,10445,Conductor,Desconocido,Desconocido,
2021S014148,2021-08-08T10:20:00ZZ,CALLE_NURIA,,1,Fuencarral-El_Pardo,Atropello a persona,Despejado,Bicicleta,10446,Peatón,De 40 a 44 años,Mujer,1
2021S014174,2021-09-08T20:02:00ZZ,CALLE_MINERVA,,58,Vicalvaro,Colisión lateral,Despejado,Bicicleta,10447,Conductor,De 10 a 14 años,Hombre,2
2021S014182,2021-09-08T23:34:00ZZ,avenida_de_Pablo_Iglesias,https://wikidata.org/entity/Q28045035,40,Tetuan,Colisión lateral,,Bicicleta,10448,Conductor,De 30 a 34 años,Hombre,
2021S014189,2021-09-08T10:45:00ZZ,Carretera_de_Canillas_Madrid,https://wikidata.org/entity/Q28973490,122,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,10449,Conductor,De 50 a 54 años,Hombre,14
2021S014240,2021-10-08T16:50:00ZZ,PLAZA_BEATA_MARIA_ANA_DE_JESUS,,14,Arganzuela,Colisión lateral,Despejado,Bicicleta,10450,Conductor,De 40 a 44 años,Hombre,7
2021S014406,2021-08-14T02:30:00ZZ,Calle_de_Bravo_Murillo,https://wikidata.org/entity/Q5740815,211,Tetuan,Caída,Despejado,Bicicleta,10451,Conductor,De 25 a 29 años,Hombre,7
2021S014441,2021-08-14T16:00:00ZZ,Ronda_de_Toledo_Madrid,https://wikidata.org/entity/Q6111946,14,Arganzuela,Alcance,Despejado,Bicicleta,10452,Conductor,De 18 a 20 años,Mujer,7
2021S014441,2021-08-14T16:00:00ZZ,Ronda_de_Toledo_Madrid,https://wikidata.org/entity/Q6111946,14,Arganzuela,Alcance,Despejado,Bicicleta,10453,Conductor,De 21 a 24 años,Mujer,14
2021S014570,2021-08-19T01:30:00ZZ,AVENIDA_OPORTO,,8,Carabanchel,Colisión lateral,Despejado,Bicicleta,10454,Conductor,De 35 a 39 años,Hombre,7
2021S014602,2021-08-19T20:00:00ZZ,CALLE_NUMANCIA,,2,Tetuan,Caída,Despejado,Bicicleta,10455,Conductor,De 50 a 54 años,Mujer,6
2021S014625,2021-08-19T11:30:00ZZ,calle_de_Arturo_Soria,https://wikidata.org/entity/Q8255504,71,Ciudad_Lineal,Caída,Despejado,Bicicleta,10456,Conductor,De 50 a 54 años,Hombre,
2021S014828,2021-08-24T22:10:00ZZ,Avenida_Complutense_Madrid,https://wikidata.org/entity/Q63954356,40,Moncloa-Aravaca,Caída,Despejado,Bicicleta,10457,Conductor,De 60 a 64 años,Hombre,2
2021S014841,2021-08-25T11:55:00ZZ,AVENIDA_BLAS_DE_LEZO,,26,Vicalvaro,Caída,Despejado,Bicicleta,10458,Conductor,De 70 a 74 años,Hombre,1
2021S014844,2021-08-25T14:50:00ZZ,Serrano_Street,https://wikidata.org/entity/Q5740879,240,Chamartin,Colisión lateral,Despejado,Bicicleta,10459,Conductor,De 30 a 34 años,Mujer,6
2021S014868,2021-08-25T05:50:00ZZ,Calle_Arroyo_de_la_Media_Legua_Madrid,https://wikidata.org/entity/Q28935853,72,Moratalaz,Caída,Despejado,Bicicleta,10460,Conductor,De 40 a 44 años,Hombre,2
2021S014870,2021-08-26T08:20:00ZZ,avenida_Real_de_Pinto,https://wikidata.org/entity/Q5714023,32,Villaverde,Caída,Despejado,Bicicleta,10461,Conductor,De 60 a 64 años,Hombre,2
2021S014934,2021-08-27T10:40:00ZZ,Alcala_Street,https://wikidata.org/entity/Q2424746,81,Salamanca,Caída,,Bicicleta,10462,Conductor,De 30 a 34 años,Hombre,
2021S014984,2021-08-28T10:20:00ZZ,CALLE_SAN_DALMACIO,,43,Villaverde,Caída,Despejado,Bicicleta,10463,Conductor,De 60 a 64 años,Hombre,7
2021S015034,2021-08-29T19:26:00ZZ,Alcala_Street,https://wikidata.org/entity/Q2424746,249,Ciudad_Lineal,Colisión fronto-lateral,Despejado,Bicicleta,10464,Conductor,De 10 a 14 años,Hombre,1
2021S015036,2021-08-29T19:20:00ZZ,CALLE_AZCONA,,27,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,10465,Conductor,De 25 a 29 años,Hombre,6
2021S015057,2021-08-30T08:25:00ZZ,Calle_de_Embajadores_Madrid,https://wikidata.org/entity/Q5740826,320,Puente_de_Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,10466,Conductor,De 45 a 49 años,Hombre,1
2021S015139,2021-08-31T16:15:00ZZ,PASEO_MARQUES_DE_MONISTROL,,140,Moncloa-Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,10467,Conductor,De 60 a 64 años,Hombre,5
2021S015141,2021-08-30T21:38:00ZZ,Paseo_de_Recoletos,https://wikidata.org/entity/Q2550870,15,Centro,Colisión lateral,Despejado,Bicicleta,10468,Conductor,De 55 a 59 años,Hombre,7
2021S015143,2021-08-31T17:35:00ZZ,PASEO_VENEZUELA,,1,Retiro,Caída,Despejado,Bicicleta,10469,Conductor,De 10 a 14 años,Mujer,7
2021S015169,2021-08-31T08:00:00ZZ,Paseo_de_las_Delicias_Madrid,https://wikidata.org/entity/Q6065662,1,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,10470,Conductor,De 30 a 34 años,Hombre,7
