id_local,desc_distrito_local,desc_barrio_local,direccion,id_direccion,Cod_Postal,coordenada_x_local,coordenada_y_local,id_coordenadas,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_es,mesas_ra
20001082,ARGANZUELA,IMPERIAL,51 PASEO JUAN ANTONIO VALLEJO NAJERA BOTAS,51-PASEO-JUAN-ANTONIO-VALLEJO-NAJERA-BOTAS,28005,439385.59,4472782.53,439385.59-4472782.53,Abierto,RODILLA,Anual,Abierta,"35,64","35,64",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,11,11
20000721,ARGANZUELA,IMPERIAL,54 PASEO JUAN ANTONIO VALLEJO NAJERA BOTAS,54-PASEO-JUAN-ANTONIO-VALLEJO-NAJERA-BOTAS,28005,439312.59,4472870.53,439312.59-4472870.53,Abierto,ARROCERIA IMPERIAL,Anual,Abierta,"27,3","27,3",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,15,15
20000359,ARGANZUELA,PALOS-DE-MOGUER,63 CALLE EMBAJADORES,63-CALLE-EMBAJADORES,28012,440469.59,4472846.53,440469.59-4472846.53,Abierto,LOS CHIQUITOS BAR DE TAPAS,Anual,Abierta,"19,35","19,35",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
270444334,ARGANZUELA,ACACIAS,82 CALLE EMBAJADORES,82-CALLE-EMBAJADORES,28012,440457.59,4472791.53,440457.59-4472791.53,Abierto,AUTOESCUELA LARA,Anual,Abierta,"25,74","25,74",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,7,7
270056880,ARGANZUELA,DELICIAS,153 CALLE EMBAJADORES,153-CALLE-EMBAJADORES,28045,440952.58,4471949.52,440952.58-4471949.52,Abierto,CERVECERIA GUIMAR CAFETERIA,Anual,Abierta,"31,2","31,2",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,10,10
270287197,ARGANZUELA,DELICIAS,15 CALLE FERROCARRIL,15-CALLE-FERROCARRIL,28045,440966.58,4472462.52,440966.58-4472462.52,Abierto,TABERNA DEL FERROCARRIL,Anual,Abierta,"39,77","39,77",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,14,0
285002998,CENTRO,JUSTICIA,1 PLAZA PEDRO ZEROLO,1-PLAZA-PEDRO-ZEROLO,28004,440630.59,4474730.53,440630.59-4474730.53,Abierto,LA SACRISTIA RESTAURANTE,Anual,Abierta,"38,88","38,88",Plaza con bandas permanentes de circulación rodada,10:00:00,0:00:00,10:00:00,23:00:00,10:00:00,1:30:00,10:00:00,23:00:00,12,12
270490176,VILLAVERDE,LOS-ANGELES,34 CALLE ARECHAVALETA,34-CALLE-ARECHAVALETA,28041,440829.54,4467051.51,440829.54-4467051.51,Abierto,BAR MARTINEZ,Anual,Abierta,"8,82","8,82",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,3
270308840,VILLAVERDE,BUTARQUE,20 CALLE POTASA,20-CALLE-POTASA,28021,442217.53,4467015.49,442217.53-4467015.49,Abierto,CAFE HILO'S,Anual,Abierta,"125,66","125,66",Plaza peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,8
270531125,LATINA,LAS-AGUILAS,2 CALLE GUAREÑA,2-CALLE-GUARENA,28044,434951.62,4471220.57,434951.62-4471220.57,Abierto,IBERICA BY EL ESQUINAZO,Anual,Abierta,"36,9","36,9",Acera,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:30:00,10:00:00,0:00:00,10,0
270379563,LATINA,LAS-AGUILAS,7 CALLE GUAREÑA,7-CALLE-GUARENA,28044,435028.62,4471061.57,435028.62-4471061.57,Abierto,MONTON SANZ CAFETERIA RESTAURANTE,Anual,Abierta,"36,61","36,61",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:30:00,8:00:00,0:30:00,12,0
270074139,SALAMANCA,GOYA,8 CALLE ANTONIA MERCE,8-CALLE-ANTONIA-MERCE,28009,442929.58,4475090.5,442929.58-4475090.5,Abierto,EL BARRIL,Anual,Abierta,"36,2","36,2",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,11,11
270130826,FUENCARRAL-EL-PARDO,LA-PAZ,22 CALLE GINZO DE LIMIA,22-CALLE-GINZO-DE-LIMIA,28029,440403.62,4480965.55,440403.62-4480965.55,Abierto,BAHIA,Anual,Abierta,"17,55","17,55",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,5,5
280048679,FUENCARRAL-EL-PARDO,VALVERDE,10 CALLE SAN JUAN DE ORTEGA,10-CALLE-SAN-JUAN-DE-ORTEGA,28050,443085.62,4483719.52,443085.62-4483719.52,Abierto,RESTAURANTE LA DEHESA IV,Anual,Abierta,39,39,Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,16,16
285016512,FUENCARRAL-EL-PARDO,MIRASIERRA,20 AVENIDA MONASTERIO DE SILOS,20-AVENIDA-MONASTERIO-DE-SILOS,28049,439962.64,4483882.56,439962.64-4483882.56,Abierto,TABERNA COCINARTE,Anual,Abierta,"22,5","22,5",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
280045385,MONCLOA-ARAVACA,CASA-DE-CAMPO,18 PASEO FLORIDA,18-PASEO-FLORIDA,28008,438617.61,4475016.55,438617.61-4475016.55,Abierto,VINUBAR,Anual,Abierta,"20,32","20,32",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,4,4
20000108,ARGANZUELA,PALOS-DE-MOGUER,10 CALLE ANCORA,10-CALLE-ANCORA,28045,441231.58,4472695.52,441231.58-4472695.52,Abierto,BAR JUANITO,Anual,Abierta,"68,12","68,12",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,23,23
270287459,ARGANZUELA,PALOS-DE-MOGUER,12 CALLE MENDEZ ALVARO,12-CALLE-MENDEZ-ALVARO,28045,441258.58,4473095.52,441258.58-4473095.52,Abierto,BISTRO PREMIUM RESTAURANTE,Anual,Abierta,"5,76","5,76",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,4,4
270058751,ARGANZUELA,PALOS-DE-MOGUER,14 CALLE MENDEZ ALVARO,14-CALLE-MENDEZ-ALVARO,28045,441274.58,4473074.52,441274.58-4473074.52,Abierto,BAR EL ANDEN,Anual,Abierta,"39,09","22,32",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,10,5
200001212,SAN-BLAS-CANILLEJAS,AMPOSTA,2 CALLE AJOFRIN,2-CALLE-AJOFRIN,28037,446951.56,4475171.45,446951.56-4475171.45,Abierto,UVE Y MARI,Anual,Abierta,"39,06","37,8",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,9,9
200000995,SAN-BLAS-CANILLEJAS,ARCOS,63 CALLE AQUITANIA,63-CALLE-AQUITANIA,28032,447920.55,4474609.43,447920.55-4474609.43,Abierto,EL DESVAN CAFE RESTAURANTE,Anual,Abierta,"64,8","64,8",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,20,20
270523220,SAN-BLAS-CANILLEJAS,ARCOS,85 CALLE AQUITANIA,85-CALLE-AQUITANIA,28032,448064.55,4474672.43,448064.55-4474672.43,Abierto,BAR LAS CINCO LAGUNAS,Anual,Abierta,"37,04","37,04",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,15,15
200000125,SAN-BLAS-CANILLEJAS,ROSAS,24 AVENIDA ARCENTALES,24-AVENIDA-ARCENTALES,28022,448216.56,4476092.43,448216.56-4476092.43,Abierto,EL RACIMO DE ORO,Anual,Abierta,"57,12","37,8",Otros,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,24,24
270318039,SAN-BLAS-CANILLEJAS,CANILLEJAS,5 CALLE CANAL DEL BOSFORO,5-CALLE-CANAL-DEL-BOSFORO,28022,447987.56,4476775.43,447987.56-4476775.43,Abierto,CERVECERIA DAN-CAR,Anual,Abierta,"5,76","5,76",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,4,0
270229078,SAN-BLAS-CANILLEJAS,CANILLEJAS,6 CALLE CANAL DEL BOSFORO,6-CALLE-CANAL-DEL-BOSFORO,28022,447947.56,4476734.43,447947.56-4476734.43,Abierto,BAR EL RINCON DE MIGUELIN,Anual,Abierta,"4,32","4,32",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,3,3
200001347,SAN-BLAS-CANILLEJAS,SIMANCAS,4 CALLE CASTILLO DE UCLES,4-CALLE-CASTILLO-DE-UCLES,28037,446689.56,4475284.45,446689.56-4475284.45,Abierto,BAR LA CAMPANA,Anual,Abierta,"12,96","12,96",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,4,4
270545395,SAN-BLAS-CANILLEJAS,SIMANCAS,11 CALLE CASTILLO DE UCLES,11-CALLE-CASTILLO-DE-UCLES,28037,446959.56,4475461.45,446959.56-4475461.45,Abierto,BAR UCLES,Anual,Abierta,"16,2","16,2",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,4,5
270537907,SAN-BLAS-CANILLEJAS,REJAS,2 AVENIDA FERMINA SEVILLANO,2-AVENIDA-FERMINA-SEVILLANO,28022,452050.56,4477576.36,452050.56-4477576.36,Abierto,BAR LOS AMIGOS,Anual,Abierta,"19,44","19,44",Acera,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,6,6
280067426,SAN-BLAS-CANILLEJAS,HELLIN,6 CALLE HERENCIA,6-CALLE-HERENCIA,28037,448020.56,4475777.43,448020.56-4475777.43,Abierto,CEFETERIA CERVECERIA JUVINA,Anual,Abierta,"98,97","98,97",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,28,28
200000909,SAN-BLAS-CANILLEJAS,ROSAS,5 CALLE BUCAREST,5-CALLE-BUCAREST,28022,448845.55,4475251.41,448845.55-4475251.41,Abierto,A TABERNA DO MEIGO,Anual,Abierta,62,62,Acera,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,20,0
200001615,SAN-BLAS-CANILLEJAS,SIMANCAS,5 AVENIDA INSTITUCION LIBRE DE ENSEÑANZA,5-AVENIDA-INSTITUCION-LIBRE-DE-ENSENANZA,28037,445927.57,4476526.46,445927.57-4476526.46,Abierto,GAMBRINUS,Anual,Abierta,"23,4","23,4",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,0
270380796,SAN-BLAS-CANILLEJAS,SIMANCAS,41 AVENIDA INSTITUCION LIBRE DE ENSEÑANZA,41-AVENIDA-INSTITUCION-LIBRE-DE-ENSENANZA,28037,446282.56,4475875.46,446282.56-4475875.46,Abierto,BAR RESTAURANTE,Anual,Abierta,"12,61","12,61",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,5,0
270545030,SAN-BLAS-CANILLEJAS,SIMANCAS,79 AVENIDA INSTITUCION LIBRE DE ENSEÑANZA,79-AVENIDA-INSTITUCION-LIBRE-DE-ENSENANZA,28037,446644.56,4475239.45,446644.56-4475239.45,Abierto,CHURRERIA LOS MADROÑOS,Anual,Abierta,"79,45","79,45",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,16,20
200000310,SAN-BLAS-CANILLEJAS,CANILLEJAS,57 AVENIDA CANILLEJAS A VICALVARO,57-AVENIDA-CANILLEJAS-A-VICALVARO,28022,448057.56,4476320.43,448057.56-4476320.43,Abierto,CERVECERIA LORENZO,Anual,Abierta,"5,58","5,58",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,0
270441696,SAN-BLAS-CANILLEJAS,SIMANCAS,17 AVENIDA INSTITUCION LIBRE DE ENSEÑANZA,17-AVENIDA-INSTITUCION-LIBRE-DE-ENSENANZA,28037,445988.57,4476413.46,445988.57-4476413.46,Abierto,BAYMA CAFETERIA,Anual,Abierta,"11,22","11,46",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,6,6
270202216,SAN-BLAS-CANILLEJAS,ROSAS,2 CALLE LONGARES,2-CALLE-LONGARES,28022,448257.56,4475971.42,448257.56-4475971.42,Abierto,BAR LA BAHÍA,Anual,Abierta,"16,38","11,7",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,5
270543978,SAN-BLAS-CANILLEJAS,EL-SALVADOR,36 CALLE LOPEZ DE ARANDA,36-CALLE-LOPEZ-DE-ARANDA,28027,446188.57,4477217.46,446188.57-4477217.46,Abierto,MATSURI,Anual,Abierta,"64,64","64,64",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,25,25
270032768,SAN-BLAS-CANILLEJAS,CANILLEJAS,54 CALLE LUCANO,54-CALLE-LUCANO,28022,448285.56,4476333.42,448285.56-4476333.42,Abierto,CASI BAR,Anual,Abierta,"2,88","2,88",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,2,2
270529634,SAN-BLAS-CANILLEJAS,ROSAS,5 CALLE MARIA SEVILLA DIAGO,5-CALLE-MARIA-SEVILLA-DIAGO,28022,448176.56,4475997.43,448176.56-4475997.43,Abierto,LA ALCAZABA DE ALMERIA,Anual,Abierta,"98,35","98,35",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,28,28
270187893,SAN-BLAS-CANILLEJAS,ARCOS,2 CALLE MASILLA,2-CALLE-MASILLA,28037,447678.56,4475349.43,447678.56-4475349.43,Abierto,CERVECERIA BAR SILA,Anual,Abierta,"26,97","26,97",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,10,0
270529281,SAN-BLAS-CANILLEJAS,ARCOS,4 CALLE MASILLA,4-CALLE-MASILLA,28037,447703.56,4475352.43,447703.56-4475352.43,Abierto,LOS NIÑOS DE LA VICTORIA BAR CAFE,Anual,Abierta,"20,02","15,4",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,7
200000107,SAN-BLAS-CANILLEJAS,CANILLEJAS,6 CALLE TORRE ARIAS,6-CALLE-TORRE-ARIAS,28022,448098.57,4477435.43,448098.57-4477435.43,Abierto,BAR LOS ANGELES,Anual,Abierta,"51,59","22,14",Plaza peatonal,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,14,6
270537939,SAN-BLAS-CANILLEJAS,CANILLEJAS,24 CALLE ESFINGE,24-CALLE-ESFINGE,28022,448194.57,4477338.43,448194.57-4477338.43,Abierto,SIDRERIA EL LLAGAR,Anual,Abierta,"72,43","72,43",Plaza peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,22,22
270030162,SAN-BLAS-CANILLEJAS,AMPOSTA,23 CALLE JOYERIA,23-CALLE-JOYERIA,28037,447122.56,4474988.44,447122.56-4474988.44,Abierto,BAR GUADIANA,Estacional,Abierta,"19,08","15,34",Acera,8:30:00,0:00:00,10:00:00,0:00:00,8:30:00,0:30:00,10:00:00,0:00:00,7,6
270208604,SAN-BLAS-CANILLEJAS,CANILLEJAS,16 CALLE CANAL DEL BOSFORO,16-CALLE-CANAL-DEL-BOSFORO,28022,448026.56,4476767.43,448026.56-4476767.43,Abierto,BAR GIL,Anual,Abierta,"8,64","8,64",Acera,8:00:00,0:30:00,8:00:00,0:00:00,8:00:00,0:30:00,8:00:00,0:00:00,6,6
270232747,SAN-BLAS-CANILLEJAS,ARCOS,2 PLAZUELA OBRA,2-PLAZUELA-OBRA,28037,447796.56,4475353.43,447796.56-4475353.43,Abierto,BAR COIMBRA,Anual,Abierta,"48,8","48,8",Plaza peatonal,8:00:00,0:30:00,8:00:00,0:30:00,8:00:00,0:30:00,8:00:00,0:30:00,8,8
200001301,SAN-BLAS-CANILLEJAS,ARCOS,6 CALLE POBLADURA DEL VALLE,6-CALLE-POBLADURA-DEL-VALLE,28037,447016.56,4474831.44,447016.56-4474831.44,Abierto,BAR SUPERA,Anual,Abierta,"71,91","17,44",Calle peatonal,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,19,11
200000142,SAN-BLAS-CANILLEJAS,AMPOSTA,2 CALLE ABANICO,2-CALLE-ABANICO,28037,447253.56,4475403.44,447253.56-4475403.44,Abierto,BAR CAMARERO,Anual,Abierta,"83,06","83,06",Calle peatonal,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,31,0
270188909,SAN-BLAS-CANILLEJAS,CANILLEJAS,2 CALLE SEBASTIAN FRANCISCO,2-CALLE-SEBASTIAN-FRANCISCO,28022,448378.57,4477355.43,448378.57-4477355.43,Abierto,BAR OLMEDILLA,Estacional,Abierta,"46,2",63,Acera,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,25,25
200001356,SAN-BLAS-CANILLEJAS,ROSAS,50 CALLE SOFIA,50-CALLE-SOFIA,28022,449018.55,4475377.41,449018.55-4475377.41,Abierto,LA VILLA DE FOZ,Anual,Abierta,"16,56","16,56",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,6,6
200001213,SAN-BLAS-CANILLEJAS,ROSAS,14 CALLE MOSCU,14-CALLE-MOSCU,28022,449033.55,4475136.41,449033.55-4475136.41,Abierto,BAR EL REFUGIO,Anual,Abierta,"14,18","14,18",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,18,18
200000902,SAN-BLAS-CANILLEJAS,ROSAS,211 CALLE SOFIA,211-CALLE-SOFIA,28022,448947.56,4475637.41,448947.56-4475637.41,Abierto,CERVECERIA Z DE MADRIZ,Anual,Abierta,"32,48","19,68",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,17,9
270447448,SAN-BLAS-CANILLEJAS,ROSAS,15 CALLE SUECIA,15-CALLE-SUECIA,28022,448468.55,4474856.42,448468.55-4474856.42,Abierto,FRESH DONNER KEBAB,Anual,Abierta,"16,2","16,2",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,5,5
270539192,SAN-BLAS-CANILLEJAS,ROSAS,17 CALLE ELBA,17-CALLE-ELBA,28022,448774.55,4475159.41,448774.55-4475159.41,Abierto,ESCUELA DE ENSEÑANZA,Anual,Abierta,"63,96","63,96",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,20,20
200000348,SAN-BLAS-CANILLEJAS,ROSAS,53 CALLE SUECIA,53-CALLE-SUECIA,28022,448703.55,4475313.42,448703.55-4475313.42,Abierto,A LA DE TRES,Anual,Abierta,"38,36","21,77",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,9
270296754,USERA,ZOFIO,23 AVENIDA CERRO DE LOS ANGELES,23-AVENIDA-CERRO-DE-LOS-ANGELES,28026,439532.58,4470033.53,439532.58-4470033.53,Abierto,HNOS MAYORDOMO,Anual,Abierta,"70,9","70,96",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,8
270154385,USERA,ORCASITAS,27 CALLE GRAN AVENIDA,27-CALLE-GRAN-AVENIDA,28041,439941.56,4469081.52,439941.56-4469081.52,Abierto,BAR,Anual,Abierta,"25,92","25,92",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
270539344,USERA,MOSCARDO,177 PASEO SANTA MARIA DE LA CABEZA,177-PASEO-SANTA-MARIA-DE-LA-CABEZA,28026,439293.59,4470900.53,439293.59-4470900.53,Abierto,SIN INDICAR,Anual,Abierta,88,88,Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,20,20
200000893,SAN-BLAS-CANILLEJAS,SIMANCAS,84 CALLE ALBASANZ,84-CALLE-ALBASANZ,28037,447454.57,4476737.44,447454.57-4476737.44,Abierto,EL RINCON DE LA ALCARRIA,Estacional,Abierta,"19,35","20,3",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,7,0
270187603,SAN-BLAS-CANILLEJAS,AMPOSTA,3 CALLE FERRETERIA,3-CALLE-FERRETERIA,28037,447174.56,4475394.44,447174.56-4475394.44,Abierto,MAKE DONNER,Anual,Abierta,"79,59","38,88",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,22,12
270497966,SAN-BLAS-CANILLEJAS,SIMANCAS,440 CALLE ALCALA,440-CALLE-ALCALA,28027,446094.57,4476610.46,446094.57-4476610.46,Abierto,CERVECERIA HEVIA,Anual,Abierta,"13,38","13,38",Zona de estacionamiento,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,5,5
200000118,SAN-BLAS-CANILLEJAS,EL-SALVADOR,507 CALLE ALCALA,507-CALLE-ALCALA,28027,446694.57,4476870.45,446694.57-4476870.45,Abierto,MAR & YO,Anual,Abierta,"21,31","21,31",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,14,14
270480989,SAN-BLAS-CANILLEJAS,CANILLEJAS,630 CALLE ALCALA,630-CALLE-ALCALA,28022,448336.57,4477706.43,448336.57-4477706.43,Abierto,EL RINCON LUSO BAR,Anual,Abierta,"9,36","9,36",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,4,4
270187385,SAN-BLAS-CANILLEJAS,HELLIN,3 CALLE ALCONERA,3-CALLE-ALCONERA,28037,447589.56,4475729.44,447589.56-4475729.44,Abierto,CERVECERIA SANZ,Anual,Abierta,"34,65","34,65",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,11,11
200001259,SAN-BLAS-CANILLEJAS,HELLIN,7 CALLE ALCONERA,7-CALLE-ALCONERA,28037,447557.56,4475774.44,447557.56-4475774.44,Abierto,LAS ESTRELLAS,Anual,Abierta,"50,4","50,4",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,15,15
270187610,SAN-BLAS-CANILLEJAS,AMPOSTA,10 CALLE AMPOSTA,10-CALLE-AMPOSTA,28037,447224.56,4475326.44,447224.56-4475326.44,Abierto,CAFETERIA SHIRAY,Anual,Abierta,"26,2","26,2",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,12,12
270225471,SAN-BLAS-CANILLEJAS,ARCOS,2 CALLE APRENDICES,2-CALLE-APRENDICES,28037,447689.56,4475277.43,447689.56-4475277.43,Abierto,BAR BURGOS,Anual,Abierta,"11,16","11,16",Acera,9:00:00,1:30:00,9:00:00,1:00:00,9:00:00,1:30:00,9:00:00,1:00:00,5,4
200000876,SAN-BLAS-CANILLEJAS,ARCOS,20 CALLE AQUITANIA,20-CALLE-AQUITANIA,28032,447546.55,4474389.43,447546.55-4474389.43,Abierto,LA TOSTA CAFETERIA,Anual,Abierta,"52,64","23,12",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,12,8
270491876,SAN-BLAS-CANILLEJAS,ARCOS,40 CALLE AQUITANIA,40-CALLE-AQUITANIA,28032,447965.55,4474585.43,447965.55-4474585.43,Abierto,DELICIAS Y TORTAZOS,Anual,Abierta,"49,65","23,77",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,12,9
200001995,SAN-BLAS-CANILLEJAS,EL-SALVADOR,3 CALLE MIAMI,3-CALLE-MIAMI,28027,446627.2393,4476846.584,446627.2393-4476846.584,Abierto,BAR ROSZ,Anual,Abierta,"11,52","11,52",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,8
270457188,SAN-BLAS-CANILLEJAS,SIMANCAS,11 CALLE ZARATAN,11-CALLE-ZARATAN,28037,446929.56,4475561.45,446929.56-4475561.45,Abierto,ALMETRO,Anual,Abierta,"4,32","4,32",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,4,0
270187251,SAN-BLAS-CANILLEJAS,SIMANCAS,1 CALLE ZARATAN,1-CALLE-ZARATAN,28037,446915.56,4475489.45,446915.56-4475489.45,Abierto,FRUTAS Y VERDURAS MANOLIN,Anual,Abierta,"5,76","5,76",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,4,4
200000654,SAN-BLAS-CANILLEJAS,SIMANCAS,32 CALLE VIRGEN DE LA OLIVA,32-CALLE-VIRGEN-DE-LA-OLIVA,28037,447082.56,4475868.44,447082.56-4475868.44,Abierto,CERVECERIA EL TERMINO,Anual,Abierta,"35,28","29,4",Acera,8:00:00,0:30:00,8:00:00,0:30:00,8:00:00,0:30:00,8:00:00,0:30:00,12,12
270202175,SAN-BLAS-CANILLEJAS,SIMANCAS,22 CALLE VIRGEN DE LA OLIVA,22-CALLE-VIRGEN-DE-LA-OLIVA,28037,447092.56,4475819.44,447092.56-4475819.44,Abierto,CASA GARCIA,Anual,Abierta,"29,88","29,88",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,12,12
270187817,SAN-BLAS-CANILLEJAS,ARCOS,37 AVENIDA GUADALAJARA,37-AVENIDA-GUADALAJARA,28032,447428.2008,4474550.634,447428.2008-4474550.634,Abierto,CAFETERIA-CERVECERIA  VALENTIN,Estacional,Abierta,"76,14","105,3",Acera,8:00:00,0:00:00,10:00:00,0:00:00,8:00:00,0:00:00,10:00:00,0:00:00,20,29
270327991,SAN-BLAS-CANILLEJAS,ROSAS,111 AVENIDA GUADALAJARA,111-AVENIDA-GUADALAJARA,28022,448215.55,4474913.42,448215.55-4474913.42,Abierto,CASA EUROPA CERVECERIA RESTAURANTE,Anual,Abierta,"25,38","25,38",Acera,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,8:00:00,1:00:00,12,12
